id,text,emotions
3007,"When I began to date a boy with whom I am till now. This was 16 
months ago.",joy
3008,I learned that my girlfriend had been unjustly missed from work.,anger
3009,I got separated from the man I loved.,sadness
3010,"An acquaintance of mine revealed himself in a light unexpected to 
me.",disgust
3011,"When I took my entrance exams successfully and also when I got my 
school leaving certificate because the delivering ceremony was 
extremely official.",joy
3012,"When I was to sit for my first entrance exam. I had fear of a 
possible failure.",fear
3013,"I was indignant at the unimpartiality shown by the referees at 
the football match between Bulgaria and France.",anger
3014,When I got separated from the man I loved so much.,sadness
3015,"When I was watching some scenes from the Bertoluchi's film 
""Twentieth Century"".",disgust
3016,When I was admitted to the Sofia University.,joy
3017,When I come home late at night.,fear
3018,"When I talk to silly, petty-minded and unmanageable people.",anger
3019,When my friend (girl) went abroad for two years.,sadness
3020,When I happen to witness some sadistic acts.,disgust
3021,I was admitted to the University and a niece was born to me.,joy
3022,I was bitten by a dog.,fear
3023,My grandfather's funeral.,anger
3024,I was alone at home on New Year's Eve.,sadness
3025,I was on a walk with my child when I met a drunk woman.,disgust
3026,My admittance to the University.,joy
3027,A grenade blew out next to me.,fear
3028,An unjust calumny concerning me.,anger
3029,Unrealisation of the desired profession (aviator).,sadness
3030,Disgust with a subordinate.,disgust
3031,Winning Queensland Chess Championship.,joy
3032,"When in a car accident where car was total wipe off (wipe out, or 
write off).",fear
3033,With self at losing an important game that I should have won.,anger
3034,Death of grandfather (unexpected).,sadness
3035,"Someone smoking on Electric train (Electric trains are 
non-smoking) with alcohol smell coming from person.",disgust
3036,"Receiving a very personal letter from a lady that I like, which 
revealed that she was more enthusiastic about me than I had 
thought possible.",joy
3037,Introducing myself at a first tutorial this year at University.,fear
3038,"I was angry at a University tutorial when an ignorant loudmouth 
persisted in trying to dominate the conversation.",anger
3039,"I left my home in Melbourne to come to Q'land to study and before 
I hopped in the car I hugged my mother and shook hands with my 
father. Sensing immediately my father's sadness, I also had a 
flood of the same emotion.",sadness
3040,"When one of my parents verbally, personally abused the other.",disgust
3041,Being in love for the first time.,joy
3042,"As a child - stepping on a rusty nail - being told that I might 
get tetanus.",fear
3043,"As a child - about 8 years old - walking across a paddock - being 
set upon by another boy who claimed it was ""his land"" - being 
intimidated by the boy - crying, being punched, etc.",anger
3044,As a child - having a dog - it getting a disease and dying.,sadness
3045,"Being in a Malaysian city with my girlfriend coming out of a 
picture theatre - seeing her rush up to a taxi that a very old 
sick man was trying to get to. Seeing her take over the taxi.",disgust
3046,"When I achieved my first 6 at University after a long string of 
3's, 4's and 5's (7 is the highest mark awarded, 3 is a conceded 
pass).",joy
3047,"One night going downstairs, and hearing a strong stirring of 
brances, which was not the wind.",fear
3048,"I was informed by my flatmate that, when we'd moved into our 
flat, she'd expected us to buy our food separetely - this event 
actually happened some 5 months after our sharing began. Prior to 
this, she had said nothing.",anger
3049,"Having to decide on a termination of a pregnancy, after 
discussing it with friends, family and the man involved.",sadness
3050,"When a friend didn't invite her own parents to her Graduation 
ceremony.",disgust
3051,"When I was a child, my beloved cat gave birth to four beautiful 
little kittens. Before she had them, she came up to me and I 
followed her out, then witnessed them being born.",joy
3052,"On embarking on University life. I came from a different city and 
did not know anybody at the Uni. I was frightened because my well 
known and loved friends, also all my security had been taken 
away.",fear
3053,"When my brothers were being cruel to my boyfriend, because his 
flat-mate bent back one of my brother's fingers. It wasn't his 
fault.",anger
3054,"Upon moving away from home for the first time to a different 
city, I felt no longer ""under the wing"" of my parents even though 
they would always be there to help me. I felt a sense of loss, I 
was now all alone in the world, responsible for my own actions.",sadness
3055,"I was sitting at a rock concert, listening to an extremely loud 
band. A tiny baby in a crawler had been left by his young mother, 
right out in the sun next to a speaker, and was screaming - 
probably in pain.",disgust
3056,"The weekend after I argued with my parents I went home again and 
they couldn't have been nicer. As soon as I walked in, Mum kissed 
me, then Dad, and thanked me for the birthday presents I'd left 
for him, including a very sentimental birthday card.",joy
3057,"Before Uni started, I had to leave home and take up residence in 
Brisbane (the ""big smoke"") leaving home, my family, and moving to 
such a big place was quite intimidating at first, and I was 
anxious about it.",fear
3058,"My flatmate was asking questions about my relationship with my 
boyfriend, whether I wasn't treating him as unfairly as I claimed 
he'd been treating me. As a result, I was angered, and became 
defensive.",anger
3059,"A very close friend from Victoria visited me over the holidays. 
Having enjoyed his company immensely over 10 short days, I was 
overwhelmed by sadness when he left to return to Victoria. 
",sadness
